OrderID,OrderDate,ShipDate,CustomerID,Segment,Country,City,State,ProductCategory,SubCategory,ProductName,Sales,Quantity,Discount,Profit,ShippingCost,PaymentMethod
101516,2022-03-07,2023-10-17,2379,Small Business,Canada,Toronto,ON,Office Supplies,Binders,Binder Set,1480,6,5,0,5,Crypto
101517,2022-06-30,2022-06-30,2263,Home Office,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,2608,9,5,0,10,Cash
101518,2023-11-15,2023-11-15,2699,Undefined,Spain,Madrid,Undefined,Electronics,Phones,Unknown,3076,11,5,100,0,Crypto
101519,2023-12-31,2023-12-31,2458,Undefined,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,381,8,50,-100,500,Undefined
101520,2023-09-28,2023-09-28,2401,Corporate,Canada,Toronto,ON,Furniture,Tables,Gaming Table,1102,20,10,0,0,PayPal
101522,2022-02-11,2023-07-04,2030,Undefined,Spain,Madrid,Undefined,Home Decor,Lamps,Unknown,4932,0,50,500,5,Cash
101524,2022-05-26,2023-12-30,2036,Small Business,Canada,Toronto,ON,Furniture,Tables,Gaming Table,2577,16,50,100,0,Undefined
101525,2023-03-17,2023-11-05,2256,Home Office,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,2482,11,50,-500,0,Bank Transfer
101527,2022-01-19,2023-08-25,2995,Undefined,USA,New York,NY,Home Decor,Lamps,Desk Lamp,1027,1,5,500,5,Credit Card
101529,2023-01-17,2023-01-17,2989,Undefined,Canada,Toronto,ON,Electronics,Phones,iPhone 14,3411,7,10,-100,500,Bank Transfer
101530,2022-07-04,2023-02-01,2100,Small Business,USA,Unknown,TX,Furniture,Chairs,Office Chair,4351,13,0,1000,0,Bank Transfer
101531,2022-10-04,2023-08-10,2783,Home Office,Canada,Toronto,ON,Office Supplies,Binders,Binder Set,2702,10,10,100,500,Bank Transfer
101532,2022-06-05,2023-03-30,2735,Small Business,France,Paris,Undefined,Furniture,Tables,Gaming Table,2175,4,5,-100,0,Bank Transfer
101534,2022-06-02,2023-04-05,2008,Undefined,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,2262,15,25,0,10,Bank Transfer
101535,2023-09-07,2023-09-07,2730,Consumer,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,1373,16,5,100,0,Credit Card
101536,2023-03-31,2023-03-31,2886,Consumer,Spain,Madrid,Undefined,Furniture,Tables,Gaming Table,1433,4,5,1000,10,Cash
101538,2022-03-13,2022-10-24,2525,Corporate,Spain,Madrid,Undefined,Electronics,Phones,iPhone 14,983,11,25,100,5,Crypto
101539,2022-05-28,2022-05-28,2123,Undefined,Spain,Madrid,Undefined,Office Supplies,Binders,Binder Set,880,3,0,100,0,Undefined
101540,2023-06-20,2023-06-20,2287,Home Office,France,Paris,Undefined,Furniture,Tables,Gaming Table,793,0,0,1000,5,Crypto
101542,2022-02-08,2022-05-02,2875,Small Business,USA,Unknown,TX,Office Supplies,Binders,Binder Set,4891,13,10,500,500,Bank Transfer
101543,2023-01-20,2023-08-19,2246,Undefined,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,2112,14,0,100,0,Cash
101544,2022-08-21,2023-01-02,2001,Consumer,USA,New York,NY,Furniture,Tables,Gaming Table,2530,20,10,0,5,Undefined
101545,2023-05-14,2023-05-14,2202,Undefined,Canada,Unknown,ON,Electronics,Unknown,Unknown,4311,9,0,0,100,PayPal
101546,2023-03-11,2023-11-02,2869,Home Office,USA,New York,NY,Furniture,Chairs,Unknown,1020,15,10,1000,0,Undefined
101548,2022-01-28,2023-11-16,2014,Small Business,USA,Unknown,NY,Furniture,Chairs,Office Chair,3698,0,5,0,500,Bank Transfer
101549,2023-06-08,2023-06-08,2301,Consumer,USA,New York,NY,Office Supplies,Binders,Binder Set,725,6,10,0,0,Undefined
101550,2022-03-23,2023-01-04,2089,Undefined,Germany,Berlin,Undefined,Electronics,Phones,iPhone 14,3846,18,0,1000,10,Undefined
101551,2023-01-30,2023-01-30,2010,Corporate,France,Paris,Undefined,Electronics,Unknown,Unknown,2075,5,50,0,0,Cash
101552,2022-01-02,2022-01-11,2348,Home Office,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,1383,18,25,0,0,Bank Transfer
101553,,2023-07-07,2604,Home Office,Germany,Berlin,Undefined,Office Supplies,Binders,Unknown,235,18,0,0,10,Credit Card
101555,2023-07-30,2023-07-30,2771,Small Business,Spain,Madrid,Undefined,Furniture,Tables,Unknown,1134,4,0,-100,500,Undefined
101556,2023-03-21,2023-03-21,2183,Corporate,USA,New York,NY,Furniture,Chairs,Office Chair,1566,11,10,-500,0,Crypto
101557,2023-10-19,2023-10-19,2724,Consumer,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,4476,8,50,1000,10,Cash
101558,2023-11-10,2023-11-10,2210,Home Office,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,2839,3,25,-500,10,Undefined
101559,2022-10-05,2023-03-03,2728,Undefined,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,1062,18,0,500,0,Cash
101560,2023-08-31,2023-08-31,2813,Consumer,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,3312,12,10,1000,500,Crypto
101562,2022-04-03,2023-10-17,2363,Home Office,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,3442,0,10,-100,0,Undefined
101563,2022-05-13,2023-02-02,2619,Home Office,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,3805,9,10,500,0,Undefined
101565,2022-11-29,2022-11-29,2812,Corporate,France,Paris,Undefined,Electronics,Phones,iPhone 14,2994,20,10,-500,5,Credit Card
101566,2022-02-04,2023-04-06,2448,Home Office,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,2613,16,25,-100,0,Undefined
101567,2023-02-20,2023-06-22,2989,Small Business,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,4263,13,0,0,5,Cash
101568,2023-04-24,2023-04-24,2129,Undefined,Canada,Toronto,ON,Furniture,Tables,Gaming Table,3565,6,25,-100,0,Cash
101569,2023-03-31,2023-09-24,2450,Undefined,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,3053,13,5,0,0,Undefined
101570,2023-10-08,2023-10-08,2046,Home Office,Spain,Madrid,Undefined,Electronics,Phones,iPhone 14,1448,4,0,100,0,Undefined
101571,2023-09-10,2023-09-10,2194,Home Office,Canada,Toronto,ON,Electronics,Phones,iPhone 14,3490,5,0,-100,5,Cash
101572,2022-09-07,2023-12-24,2652,Home Office,USA,New York,NY,Office Supplies,Binders,Binder Set,1292,13,25,0,5,Cash
101574,2022-11-15,2023-03-24,2502,Home Office,France,Paris,Undefined,Furniture,Chairs,Office Chair,1039,16,5,500,500,Credit Card
101575,2022-08-21,2022-10-12,2698,Consumer,Spain,Madrid,Undefined,Office Supplies,Unknown,Unknown,2752,10,10,-500,100,Cash
101576,2022-11-23,2023-06-12,2072,Small Business,Canada,Toronto,ON,Office Supplies,Binders,Binder Set,3600,8,10,-500,10,Undefined
101577,2023-02-21,2023-02-21,2713,Undefined,USA,New York,NY,Home Decor,Lamps,Desk Lamp,4139,13,10,0,0,Credit Card
101578,2022-09-16,2022-09-16,2056,Corporate,Spain,Madrid,Undefined,Furniture,Tables,Gaming Table,2656,4,10,-500,0,Credit Card
101579,2023-11-06,2023-11-06,2115,Consumer,Canada,Toronto,ON,Furniture,Tables,Gaming Table,3434,0,5,500,500,Undefined
101580,2022-01-01,2022-12-12,2450,Consumer,Spain,Madrid,Undefined,Furniture,Tables,Gaming Table,887,3,0,100,0,Crypto
101581,2023-04-07,2023-04-07,2317,Consumer,Germany,Unknown,Undefined,Office Supplies,Binders,Binder Set,2393,7,10,0,10,PayPal
101582,2022-10-06,2022-10-06,2001,Undefined,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,3299,18,10,1000,5,Crypto
101583,2023-12-05,2023-12-05,2174,Home Office,USA,New York,NY,Office Supplies,Binders,Binder Set,3780,8,10,0,5,PayPal
101584,2023-07-14,2023-07-14,2879,Home Office,Canada,Unknown,ON,Office Supplies,Binders,Unknown,4252,8,10,-500,0,Undefined
101585,2023-05-02,2023-05-02,2668,Corporate,France,Paris,Undefined,Electronics,Phones,iPhone 14,1711,7,50,1000,5,Bank Transfer
101586,2023-05-19,2023-10-17,2867,Corporate,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,1143,6,10,-500,5,Undefined
101587,2023-02-08,2023-03-23,2765,Consumer,USA,Unknown,TX,Furniture,Chairs,Office Chair,3242,5,0,0,100,Undefined
101589,2022-10-08,2022-10-08,2421,Corporate,France,Paris,Undefined,Home Decor,Unknown,Unknown,-60,-1,0,0,0,Cash
101591,2022-05-31,2022-11-28,2448,Small Business,Canada,Unknown,ON,Furniture,Tables,Gaming Table,3544,3,25,0,0,Undefined
101592,2023-11-26,2023-11-26,2825,Small Business,Canada,Toronto,ON,Furniture,Tables,Gaming Table,3945,1,50,-500,0,PayPal
101594,2023-12-17,2023-12-17,2845,Small Business,Spain,Madrid,Undefined,Home Decor,Lamps,Unknown,3183,4,0,-500,0,Credit Card
101595,2022-11-30,2023-09-04,2927,Corporate,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,2238,4,5,100,0,Credit Card
101596,2022-04-14,2023-06-13,2958,Consumer,USA,Unknown,TX,Furniture,Chairs,Unknown,4722,14,5,500,5,Undefined
101597,2022-08-24,2022-08-24,2662,Consumer,France,Paris,Undefined,Home Decor,Lamps,Desk Lamp,-164,-2,25,100,5,Bank Transfer
101598,2023-11-06,2023-11-06,2335,Corporate,USA,Unknown,FL,Electronics,Phones,iPhone 14,2157,17,50,500,10,Cash
101599,2022-01-14,2023-10-17,2997,Corporate,Unknown,Unknown,Undefined,Home Decor,Lamps,Desk Lamp,2965,10,10,-100,10,Cash
101600,2022-12-21,2023-07-31,2146,Consumer,USA,Unknown,CA,Furniture,Tables,Gaming Table,1328,17,10,500,10,Crypto
101602,2022-02-16,2023-05-03,2045,Home Office,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,365,9,50,-500,0,Bank Transfer
101603,2022-04-28,2023-11-15,2819,Corporate,USA,Unknown,NY,Office Supplies,Binders,Binder Set,99,7,5,-100,10,Undefined
101604,2022-02-12,2022-10-17,2887,Undefined,Canada,Unknown,BC,Office Supplies,Binders,Binder Set,-65,-5,10,-500,0,Undefined
101605,2023-07-17,2023-07-17,2057,Consumer,USA,Unknown,NY,Office Supplies,Binders,Binder Set,608,14,25,0,5,Credit Card
101606,2023-07-22,2023-09-27,2141,Small Business,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,1629,11,10,-500,5,Credit Card
101607,2022-12-13,2023-11-23,2701,Undefined,USA,Unknown,Undefined,Furniture,Chairs,Office Chair,4652,11,5,-100,0,Crypto
101608,2022-02-13,2023-04-15,2931,Undefined,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,2979,3,0,0,500,Bank Transfer
101609,2022-08-28,2023-01-11,2825,Undefined,Canada,Unknown,ON,Electronics,Phones,iPhone 14,205,16,10,0,0,Undefined
101611,2023-07-22,2023-08-01,2280,Home Office,Germany,Berlin,Undefined,Electronics,Phones,iPhone 14,657,13,10,-100,500,Credit Card
101612,2022-09-30,2023-07-08,2804,Consumer,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,3741,13,5,-100,500,Undefined
101613,2022-09-30,2022-11-21,2359,Home Office,France,Paris,Undefined,Office Supplies,Binders,Binder Set,1314,9,0,500,0,Undefined
101614,2022-03-16,2023-09-18,2625,Corporate,USA,Unknown,FL,Home Decor,Lamps,Desk Lamp,3491,11,10,-500,500,Credit Card
101615,2022-08-06,2023-09-27,2872,Undefined,Spain,Unknown,Undefined,Electronics,Phones,iPhone 14,3766,13,5,0,100,Cash
101617,2022-10-16,2022-11-27,2380,Undefined,Canada,Unknown,BC,Home Decor,Lamps,Desk Lamp,2127,16,25,1000,5,Cash
101618,2023-04-16,2023-09-20,2690,Small Business,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,102,9,5,500,10,Bank Transfer
101619,2023-05-20,2023-05-20,2049,Corporate,USA,New York,NY,Furniture,Chairs,Office Chair,1044,4,10,0,0,PayPal
101621,2022-03-27,2022-09-08,2461,Home Office,Spain,Madrid,Undefined,Office Supplies,Binders,Binder Set,2058,13,0,1000,100,Crypto
101622,2022-06-18,2022-06-18,2589,Undefined,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,1024,13,50,100,100,Cash
101623,2023-01-04,2023-01-04,2896,Consumer,France,Paris,Undefined,Office Supplies,Binders,Binder Set,2994,7,0,0,0,Undefined
101624,2023-09-27,2023-09-27,2378,Home Office,France,Paris,Undefined,Office Supplies,Binders,Binder Set,3184,15,5,-100,10,Credit Card
101625,2023-01-16,2023-01-16,2689,Consumer,Canada,Toronto,ON,Home Decor,Lamps,Desk Lamp,2396,19,10,1000,10,Undefined
101626,2022-11-06,2023-05-31,2630,Consumer,USA,Unknown,FL,Office Supplies,Binders,Binder Set,3685,13,10,-100,500,Crypto
101627,2023-07-31,2023-07-31,2562,Undefined,Canada,Unknown,BC,Furniture,Chairs,Office Chair,537,9,10,-500,0,Cash
101628,2023-10-11,2023-10-11,2458,Home Office,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,2817,16,10,-100,0,Crypto
101629,2022-04-14,2022-10-05,2200,Small Business,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,1678,0,0,100,5,Undefined
101631,2023-12-04,2023-12-04,2004,Undefined,USA,Unknown,TX,Furniture,Tables,Gaming Table,2952,2,5,0,100,Crypto
101633,2022-05-04,2023-10-08,2442,Undefined,Canada,Toronto,ON,Furniture,Tables,Unknown,4194,5,10,1000,10,Credit Card
101634,2022-08-30,2022-09-18,2641,Undefined,Spain,Madrid,Undefined,Office Supplies,Unknown,Unknown,45,20,10,0,500,Undefined
101635,2023-06-04,2023-06-04,2619,Small Business,France,Paris,Undefined,Furniture,Tables,Unknown,583,18,50,-100,0,Credit Card
101636,2023-09-08,2023-09-08,2066,Corporate,Canada,Toronto,ON,Electronics,Phones,iPhone 14,1968,18,50,500,0,Crypto
101637,2022-02-22,2022-06-26,2140,Small Business,USA,Unknown,FL,Furniture,Chairs,Office Chair,3043,12,50,100,10,Undefined
101638,2023-11-07,2023-11-10,2420,Home Office,Canada,Unknown,Undefined,Home Decor,Lamps,Desk Lamp,3243,3,25,-100,5,Undefined
101640,2022-10-11,2023-03-05,2902,Home Office,Canada,Unknown,ON,Electronics,Phones,iPhone 14,3914,18,50,-100,0,Credit Card
101641,2023-02-12,2023-02-15,2617,Corporate,USA,New York,NY,Office Supplies,Binders,Binder Set,1306,17,0,500,500,Crypto
101642,2022-04-15,2023-10-06,2726,Home Office,Canada,Unknown,BC,Office Supplies,Binders,Binder Set,4477,4,10,500,5,PayPal
101643,2023-05-30,2023-05-30,2351,Consumer,Germany,Berlin,Undefined,Toys,Unknown,Unknown,1630,20,0,-100,100,PayPal
101644,2022-04-11,2023-04-14,2816,Corporate,Canada,Toronto,ON,Home Decor,Lamps,Desk Lamp,3452,7,0,1000,500,Undefined
101645,2023-07-05,2023-07-05,2614,Consumer,Canada,Unknown,Undefined,Furniture,Tables,Gaming Table,4008,9,0,0,5,Crypto
101647,2023-01-15,2023-01-15,2158,Undefined,USA,Unknown,NY,Furniture,Chairs,Office Chair,2513,6,25,100,0,Undefined
101648,2022-10-22,2023-02-28,2332,Home Office,Canada,Toronto,ON,Home Decor,Unknown,Unknown,3140,2,10,-500,0,PayPal
101649,2023-06-12,2023-06-12,2270,Home Office,USA,Unknown,FL,Unknown,Unknown,Unknown,3038,3,10,500,0,Undefined
101653,2022-09-26,2023-07-12,2839,Corporate,Canada,Unknown,ON,Furniture,Tables,Gaming Table,1667,3,50,500,10,PayPal
101654,2023-10-01,2023-10-01,2217,Undefined,France,Paris,Undefined,Furniture,Chairs,Office Chair,4762,3,5,100,0,Bank Transfer
101655,2022-11-21,2022-11-21,2289,Undefined,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,1661,14,10,0,0,PayPal
101656,2023-01-20,2023-08-03,2465,Corporate,USA,Unknown,TX,Home Decor,Lamps,Desk Lamp,2395,14,10,-100,0,Undefined
101657,2022-09-27,2022-11-04,2215,Small Business,USA,Unknown,TX,Furniture,Tables,Gaming Table,900,17,10,1000,10,Bank Transfer
101658,2023-10-24,2023-10-24,2835,Corporate,USA,New York,NY,Home Decor,Lamps,Desk Lamp,4568,18,5,-500,5,Undefined
101661,2023-11-23,2023-11-23,2914,Undefined,USA,Unknown,CA,Office Supplies,Binders,Binder Set,637,0,25,500,100,Undefined
101662,2023-04-02,2023-04-11,2762,Undefined,Spain,Madrid,Undefined,Electronics,Phones,iPhone 14,3919,2,10,-500,100,Bank Transfer
101663,2022-06-23,2023-01-22,2255,Undefined,Canada,Toronto,ON,Office Supplies,Binders,Binder Set,4936,8,10,0,0,Cash
101664,2023-10-16,2023-11-16,2067,Home Office,USA,New York,NY,Office Supplies,Binders,Binder Set,4414,7,50,500,0,Undefined
101665,2022-04-05,2023-04-01,2035,Corporate,USA,New York,NY,Furniture,Chairs,Office Chair,3049,5,10,500,10,Cash
101666,2023-08-16,2023-08-16,2567,Undefined,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,1454,12,50,1000,100,Credit Card
101667,2023-10-25,2023-10-25,2046,Undefined,USA,Unknown,FL,Electronics,Phones,iPhone 14,3280,3,50,0,0,Crypto
101668,2022-09-04,2023-10-14,2417,Small Business,Canada,Unknown,BC,Electronics,Phones,iPhone 14,3363,18,0,500,5,Bank Transfer
101671,2022-08-31,2023-08-02,2746,Undefined,Spain,Madrid,Undefined,Furniture,Tables,Gaming Table,929,12,10,0,0,Credit Card
101672,2023-04-01,2023-10-13,2679,Corporate,USA,New York,NY,Furniture,Tables,Unknown,2526,10,50,-500,500,Undefined
101673,2022-11-26,2023-05-17,2610,Consumer,Canada,Unknown,ON,Electronics,Phones,iPhone 14,4112,2,10,-500,10,Crypto
101674,2022-08-02,2022-08-02,2620,Small Business,Spain,Madrid,Undefined,Furniture,Chairs,Office Chair,616,0,10,500,0,Undefined
101675,2022-08-29,2022-08-29,2424,Small Business,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,4595,18,50,-500,100,Cash
101677,2022-11-04,2023-01-27,2258,Small Business,Canada,Unknown,BC,Furniture,Tables,Gaming Table,612,7,5,1000,5,PayPal
101680,2022-03-20,2022-06-08,2535,Home Office,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,2160,1,0,-500,100,Undefined
101681,2022-11-08,2022-11-08,2057,Consumer,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,473,14,25,0,500,Bank Transfer
101682,2022-08-23,2022-08-23,2890,Undefined,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,3649,9,0,500,0,Undefined
101683,2022-04-06,2022-04-24,2954,Undefined,Spain,Madrid,Undefined,Office Supplies,Binders,Binder Set,972,5,0,100,0,PayPal
101685,2022-01-07,2023-03-05,2421,Consumer,USA,New York,NY,Office Supplies,Binders,Binder Set,2997,0,50,1000,0,Cash
101687,2022-04-10,2022-04-10,2022,Small Business,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,3947,6,10,0,0,Cash
101688,2022-11-11,2023-06-25,2810,Consumer,Canada,Toronto,ON,Home Decor,Lamps,Desk Lamp,946,19,25,-500,100,Cash
101690,2022-08-05,2022-08-05,2527,Undefined,USA,New York,NY,Furniture,Tables,Gaming Table,1684,20,10,0,0,Undefined
101691,2022-09-29,2022-09-29,2593,Consumer,Germany,Unknown,Undefined,Home Decor,Lamps,Desk Lamp,4138,9,0,-500,0,Bank Transfer
101692,2023-03-25,2023-09-23,2135,Home Office,Spain,Madrid,Undefined,Home Decor,Lamps,Desk Lamp,3429,12,0,-100,5,Bank Transfer
101693,2023-06-07,2023-06-07,2257,Undefined,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,770,4,10,100,500,Bank Transfer
101695,2022-11-10,2022-11-10,2949,Home Office,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,2927,14,10,0,5,Crypto
101698,2023-04-17,2023-12-16,2031,Home Office,USA,New York,NY,Home Decor,Lamps,Desk Lamp,0,12,25,1000,0,PayPal
101699,2022-12-12,2023-05-12,2385,Small Business,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,1116,6,5,1000,0,Crypto
101700,2022-03-29,2022-06-03,2220,Small Business,USA,Unknown,TX,Furniture,Chairs,Office Chair,129,4,5,-100,100,Cash
101701,2022-01-15,2023-06-25,2480,Undefined,Germany,Berlin,Undefined,Electronics,Phones,iPhone 14,938,13,0,-500,5,Crypto
101703,2023-07-11,2023-07-11,2380,Undefined,Spain,Madrid,Undefined,Office Supplies,Binders,Binder Set,3868,14,50,100,5,Crypto
101704,2023-05-29,2023-08-21,2776,Undefined,USA,Unknown,TX,Home Decor,Lamps,Desk Lamp,1867,16,0,0,500,Bank Transfer
101705,2022-07-21,2023-09-04,2014,Corporate,USA,Unknown,NY,Furniture,Chairs,Office Chair,738,17,10,-100,0,Bank Transfer
101710,2023-10-20,2023-10-20,2841,Home Office,Germany,Unknown,Undefined,Office Supplies,Binders,Binder Set,3661,16,5,0,5,Cash
101711,2023-02-19,2023-03-18,2810,Consumer,Germany,Berlin,Undefined,Home Decor,Lamps,Desk Lamp,337,18,0,1000,5,Cash
101712,2023-10-30,2023-10-30,2218,Corporate,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,3523,10,25,0,0,PayPal
101713,2023-11-24,2023-11-24,2900,Home Office,Germany,Berlin,Undefined,Electronics,Phones,iPhone 14,1557,7,0,500,5,Crypto
101714,2022-09-08,2023-03-05,2325,Undefined,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,2072,15,0,100,0,PayPal
101715,2022-03-05,2022-10-11,2657,Corporate,Canada,Unknown,BC,Home Decor,Lamps,Unknown,2111,9,10,100,5,Undefined
101716,2022-04-25,2023-06-08,2417,Undefined,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,2539,15,5,0,0,Crypto
101717,2023-04-29,2023-04-29,2998,Consumer,Canada,Toronto,ON,Office Supplies,Binders,Binder Set,2284,8,10,-500,0,Crypto
101719,2023-03-15,2023-03-15,2295,Corporate,Canada,Unknown,ON,Office Supplies,Binders,Binder Set,2450,10,0,0,500,Crypto
101721,2023-02-15,2023-02-15,2933,Undefined,USA,New York,NY,Electronics,Unknown,Unknown,387,7,25,-500,0,Bank Transfer
101723,2022-04-18,2023-08-10,2188,Corporate,France,Paris,Undefined,Furniture,Chairs,Office Chair,1097,14,10,500,0,Undefined
101725,2023-02-03,2023-02-03,2784,Home Office,Spain,Unknown,Undefined,Home Decor,Lamps,Desk Lamp,2261,14,25,500,0,Undefined
101727,2023-09-13,2023-09-13,2312,Corporate,Germany,Berlin,Undefined,Office Supplies,Binders,Binder Set,4609,17,10,500,0,Credit Card
101728,2023-05-23,2023-05-23,2558,Small Business,USA,New York,NY,Furniture,Unknown,Unknown,2563,0,0,0,5,Crypto
101729,2022-06-03,2023-05-23,2708,Small Business,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,1777,17,0,0,0,PayPal
101730,2023-08-03,2023-08-03,2464,Consumer,Spain,Unknown,Undefined,Furniture,Tables,Unknown,3347,16,5,0,100,Cash
101731,2023-07-17,2023-07-17,2625,Small Business,Canada,Toronto,ON,Furniture,Tables,Gaming Table,3192,9,0,500,100,Undefined
101733,2022-12-01,2022-12-01,2821,Undefined,Germany,Berlin,Undefined,Furniture,Chairs,Office Chair,4465,18,5,-500,100,Crypto
101734,2022-10-24,2022-11-14,2573,Corporate,USA,Unknown,NY,Office Supplies,Binders,Binder Set,4170,7,5,-500,5,Undefined
101737,2023-03-14,2023-05-14,2451,Undefined,USA,New York,NY,Furniture,Tables,Unknown,3578,16,10,-500,500,Credit Card
101738,2023-12-11,2023-12-11,2757,Small Business,USA,New York,NY,Home Decor,Lamps,Desk Lamp,1352,13,0,0,100,Undefined
101740,2022-05-13,2022-11-11,2597,Undefined,Spain,Madrid,Undefined,Electronics,Phones,iPhone 14,3221,19,25,-100,100,Undefined
101741,2022-10-13,2023-06-13,2011,Undefined,France,Paris,Undefined,Electronics,Unknown,Unknown,3397,2,5,1000,10,Crypto
101744,2023-10-07,2023-10-07,2053,Small Business,Germany,Berlin,Undefined,Furniture,Tables,Gaming Table,4524,5,25,0,0,Crypto
101745,2023-01-02,2023-06-19,2505,Undefined,USA,Unknown,FL,Furniture,Chairs,Unknown,2815,6,50,100,0,Cash
101746,2023-01-07,2023-07-15,2840,Consumer,USA,New York,NY,Office Supplies,Binders,Binder Set,2243,5,0,-500,0,Credit Card
101747,2023-05-17,2023-11-26,2537,Home Office,Spain,Madrid,Undefined,Office Supplies,Binders,Binder Set,3518,20,0,0,0,PayPal
101748,2023-05-12,2023-12-13,2088,Consumer,USA,Unknown,NY,Office Supplies,Binders,Binder Set,3572,3,10,0,5,Undefined
101750,2022-01-18,2022-01-18,2768,Undefined,Germany,Berlin,Undefined,Office Supplies,Binders,Unknown,1403,14,0,500,0,Credit Card
101751,2022-01-22,2022-06-27,2571,Undefined,France,Paris,Undefined,Furniture,Chairs,Office Chair,3086,7,0,1000,0,PayPal
101752,2022-02-28,2023-10-11,2623,Undefined,Canada,Unknown,ON,Furniture,Chairs,Office Chair,677,6,10,100,500,Undefined
101754,2023-08-27,2023-08-27,2439,Undefined,Spain,Madrid,Undefined,Furniture,Tables,Gaming Table,3239,18,10,0,100,Undefined
101756,2022-08-03,2022-12-05,2802,Small Business,Canada,Toronto,ON,Electronics,Phones,iPhone 14,3677,9,0,1000,5,Undefined
101757,2023-01-07,2023-06-05,2972,Undefined,Germany,Berlin,Undefined,Electronics,Phones,Unknown,3415,5,10,500,0,Crypto
101758,2023-06-14,2023-08-10,2630,Small Business,Canada,Toronto,ON,Furniture,Chairs,Office Chair,1890,12,10,-500,10,Cash
101759,2022-12-11,2022-12-11,2150,Small Business,USA,Unknown,CA,Office Supplies,Binders,Binder Set,3793,10,0,0,500,Credit Card
101760,2023-03-18,2023-03-18,2182,Corporate,USA,New York,NY,Office Supplies,Binders,Binder Set,752,7,0,0,5,Credit Card
101761,2022-12-18,2022-12-18,2313,Undefined,USA,Unknown,CA,Home Decor,Lamps,Desk Lamp,45,20,25,0,0,Crypto
101762,2023-10-19,2023-10-19,2784,Undefined,Spain,Madrid,Undefined,Electronics,Phones,Unknown,717,3,25,1000,10,Undefined
101764,2022-02-12,2022-02-12,2510,Home Office,USA,New York,NY,Furniture,Tables,Gaming Table,972,4,25,-500,0,Cash
101765,2023-11-26,2023-11-26,2369,Small Business,USA,New York,NY,Home Decor,Lamps,Desk Lamp,2948,13,0,-100,0,Credit Card
101766,2023-11-23,2023-11-23,2255,Undefined,USA,Unknown,CA,Electronics,Phones,iPhone 14,71,17,10,0,500,Crypto
101767,2023-04-28,2023-04-28,2005,Home Office,USA,Unknown,Undefined,Furniture,Tables,Gaming Table,3418,4,10,0,5,Bank Transfer
101768,2022-04-07,2022-07-15,2388,Consumer,Spain,Unknown,Undefined,Furniture,Chairs,Office Chair,4897,17,5,1000,500,PayPal
101770,2022-02-08,2023-09-11,2648,Small Business,Canada,Unknown,Undefined,Furniture,Tables,Gaming Table,2780,2,50,500,0,PayPal
101772,2022-03-30,2023-09-01,2828,Corporate,USA,New York,NY,Electronics,Phones,Unknown,3092,3,10,500,100,Undefined
101773,2022-08-01,2023-01-12,2223,Consumer,USA,New York,NY,Electronics,Phones,iPhone 14,713,5,0,0,5,Crypto
